trap_id,code,line_id,trap_number,project_id,cat_trap,inactive,sponsor_id,trap_type_id,to_be_replaced,to_be_maintained,name,trapcode,long,lat,ele,project_id2,easting,northing,line_id3,code4,name5,project_id6,associated_cat_traps,Reserve/Area
985,AY04,64,692,1,NULL,NULL,NULL,1,NULL,NULL,NULL,AY04,177.0897901,-38.0341332,121.5,1,NULL,NULL,64,AY,Ayers Lines,1,NULL,Wainui
984,AY03,64,691,1,NULL,NULL,NULL,1,NULL,NULL,NULL,AY03,177.0893871,-38.0354854,107.1,1,NULL,NULL,64,AY,Ayers Lines,1,NULL,Wainui
951,ST21,61,621,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST21,177.0891944,-38.0399147,107.1,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
952,ST22,61,622,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST22,177.0882665,-38.0411332,110,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
953,ST23,61,623,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST23,177.0866173,-38.0415686,113.3,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
954,ST24,61,624,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST24,177.085153,-38.0419359,114.3,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
806,MC20,52,600,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC20,177.0841205,-38.0406685,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
805,MC19,52,599,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC19,177.0839637,-38.0393532,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
955,ST25,61,625,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST25,177.0837732,-38.0427834,114,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
804,MC18,52,598,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC18,177.0830664,-38.0378145,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
803,MC17,52,597,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC17,177.0822028,-38.0367004,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
956,ST26,61,626,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST26,177.0820946,-38.0426703,106.4,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
802,MC16,52,596,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC16,177.0814488,-38.0354831,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
957,ST27,61,627,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST27,177.0803914,-38.043072,103,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
801,MC15,52,595,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC15,177.0801883,-38.0342153,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
799,MC13,52,593,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC13,177.0797972,-38.0314138,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
800,MC14,52,594,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC14,177.0794567,-38.0329673,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
798,MC12,52,592,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC12,177.0793723,-38.0302546,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
958,ST28,61,628,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST28,177.0787741,-38.0435023,98.2,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
797,MC11,52,591,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC11,177.0780701,-38.0293329,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
959,ST29,61,629,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST29,177.0770069,-38.0427213,112.6,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
796,MC10,52,590,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC10,177.0764265,-38.028709,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
969,ST39,61,639,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST39,177.0762585,-38.0551441,106.8,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
970,ST40,61,640,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST40,177.0759887,-38.0566344,102,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
795,MC09,52,589,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC09,177.0759158,-38.0275061,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
971,ST41,61,641,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST41,177.0758516,-38.0582209,92.4,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
966,ST36,61,636,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST36,177.0755249,-38.0512331,90,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
967,ST37,61,637,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST37,177.0754975,-38.0525461,99.9,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
968,ST38,61,638,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST38,177.0752715,-38.0539756,109.2,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
791,MC05,52,585,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC05,177.075107,-38.0225574,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
965,ST35,61,635,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST35,177.0750892,-38.0497836,84.7,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
961,ST31,61,631,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST31,177.0748892,-38.0442922,100.3,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
960,ST30,61,630,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST30,177.074887,-38.042791,112.8,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2118,ST42,61,642,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST42,177.074859,-38.061552,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
792,MC06,52,586,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC06,177.0748034,-38.0239287,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
2120,ST44,61,644,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST44,177.074676,-38.063159,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2121,ST45,61,645,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST45,177.074605,-38.064225,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
962,ST32,61,632,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST32,177.0745955,-38.0456388,91.9,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
794,MC08,52,588,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC08,177.0745674,-38.0266094,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
2119,ST43,61,643,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST43,177.074534,-38.062939,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
793,MC07,52,587,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC07,177.0744125,-38.0252462,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
964,ST34,61,634,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST34,177.074212,-38.0483981,84,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
963,ST33,61,633,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST33,177.0739129,-38.0469713,84.2,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
790,MC04,52,584,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC04,177.0738676,-38.0213319,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
2132,ST56,61,656,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST56,177.073692,-38.077571,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2128,ST52,61,652,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST52,177.073587,-38.072235,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2124,ST48,61,648,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST48,177.0735,-38.068331,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2125,ST49,61,649,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST49,177.073465,-38.069102,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2131,ST55,61,655,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST55,177.073299,-38.075732,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2122,ST46,61,646,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST46,177.073264,-38.066438,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2123,ST47,61,647,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST47,177.073161,-38.067061,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2129,ST53,61,653,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST53,177.073153,-38.073871,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2130,ST54,61,654,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST54,177.072962,-38.074742,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2126,ST50,61,650,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST50,177.072802,-38.069665,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2133,ST57,61,657,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST57,177.072485,-38.078508,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
2127,ST51,61,651,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST51,177.072303,-38.070787,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
789,MC03,52,583,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC03,177.0722167,-38.0210077,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
2134,ST58,61,658,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST58,177.071265,-38.080281,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
788,MC02,52,582,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC02,177.0711981,-38.0199115,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
1678,RF20,115,759,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF20,177.0710513,-38.07205098,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
787,MC01,52,581,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MC01,177.071033,-38.0184777,0,1,NULL,NULL,52,MC,McCoy Road,1,NULL,Wainui
2135,ST59,61,659,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST59,177.070755,-38.081018,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
1677,RF19,115,758,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF19,177.0706704,-38.07360444,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
998,KC09,65,703,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC09,177.0696468,-38.0514675,31.6,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
2136,ST60,61,660,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST60,177.069484,-38.081714,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
989,KC10,65,704,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC10,177.0692776,-38.0497916,29,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
993,KC04,65,698,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC04,177.0690325,-38.0448998,22.5,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
1676,RF18,115,757,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF18,177.0690059,-38.07440979,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
990,KC11,65,705,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC11,177.0688932,-38.0486156,29,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
996,KC07,65,701,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC07,177.0686351,-38.0495228,29.2,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
997,KC08,65,702,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC08,177.0686331,-38.0513837,32.3,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
994,KC05,65,699,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC05,177.0686112,-38.0466129,24.2,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
995,KC06,65,700,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC06,177.0685978,-38.0480425,25.6,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
992,KC03,65,697,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC03,177.068523,-38.0431809,20.6,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
991,KC02,65,696,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC02,177.0683284,-38.0411679,18.4,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
1672,RF14,115,753,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF14,177.0682754,-38.07602941,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1675,RF17,115,756,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF17,177.0678973,-38.07332231,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
2137,ST61,61,661,1,NULL,NULL,NULL,2,NULL,NULL,NULL,ST61,177.067837,-38.081173,NULL,1,NULL,NULL,61,ST,Stanley Road,1,NULL,Wainui
988,KC01,65,695,1,NULL,NULL,NULL,1,NULL,NULL,NULL,KC01,177.0676001,-38.0398661,16.9,1,NULL,NULL,65,KC,Lochie Storey Farm,1,NULL,Wainui
1671,RF13,115,752,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF13,177.0674576,-38.07730978,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
3508,ST62,61,662,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST62,177.0669617,-38.08151537,NULL,1,1956745,5777324,61,ST,Stanley Road,1,NULL,Wainui
1673,RF15,115,754,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF15,177.0665897,-38.07501598,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1670,RF12,115,751,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF12,177.0663534,-38.07835687,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1674,RF16,115,755,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF16,177.0661647,-38.07331031,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
3507,ST63,61,663,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST63,177.0658181,-38.08205942,NULL,1,1956642,5777268,61,ST,Stanley Road,1,NULL,Wainui
1669,RF11,115,750,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF11,177.0644335,-38.07887376,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
3506,ST64,61,664,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST64,177.0638437,-38.08138922,NULL,1,1956472,5777350,61,ST,Stanley Road,1,NULL,Wainui
3702,AC4,193,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AC4,177.0633542,-38.01330163,NULL,1,1956760,5784911,193,AC,Caulfield Property,1,NULL,Wainui
3701,AC3,193,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AC3,177.0631815,-38.0124429,NULL,1,1956749,5785007,193,AC,Caulfield Property,1,NULL,Wainui
3700,AC2,193,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AC2,177.0631032,-38.01473348,NULL,1,1956731,5784753,193,AC,Caulfield Property,1,NULL,Wainui
1668,RF10,115,749,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF10,177.0630475,-38.07792195,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
3703,AC5,193,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AC5,177.0629513,-38.01260399,NULL,1,1956728,5784990,193,AC,Caulfield Property,1,NULL,Wainui
3505,ST65,61,665,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST65,177.0624378,-38.08151897,NULL,1,1956348,5777341,61,ST,Stanley Road,1,NULL,Wainui
1667,RF09,115,748,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF09,177.0622676,-38.07639069,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1659,RF01,115,740,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF01,177.0618999,-38.06810767,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1660,RF02,115,741,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF02,177.0617065,-38.06934837,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
3699,AC1,193,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AC1,177.0614298,-38.01473734,NULL,1,1956584,5784759,193,AC,Caulfield Property,1,NULL,Wainui
3504,ST66,61,666,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST66,177.0611405,-38.08093337,NULL,1,1956237,5777411,61,ST,Stanley Road,1,NULL,Wainui
3752,SP25,2,51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SP25,177.0608539,-37.99195056,NULL,1,1956644,5787291,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
1666,RF08,115,747,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF08,177.0608007,-38.07582897,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1661,RF03,115,742,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF03,177.0606739,-38.07004164,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
3503,ST67,61,667,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST67,177.0604114,-38.08052625,NULL,1,1956175,5777459,61,ST,Stanley Road,1,NULL,Wainui
553,WB06,14,260,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB06,177.0602783,-38.03135117,20.79406738,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
109,WB05,14,259,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB05,177.0601022,-38.03027526,18.39074707,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
554,WB07,14,261,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB07,177.0600153,-38.03282957,21.99572754,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
1662,RF04,115,743,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF04,177.0597848,-38.07106322,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1665,RF07,115,746,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF07,177.0596527,-38.07485087,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
1663,RF05,115,744,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF05,177.0596073,-38.07238443,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
3502,ST68,61,668,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST68,177.0594247,-38.07999294,NULL,1,1956091,5777522,61,ST,Stanley Road,1,NULL,Wainui
556,WB09,14,263,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB09,177.0594182,-38.03499117,26.08117676,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
3751,SP24,2,50,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SP24,177.0594143,-37.99082037,NULL,1,1956523,5787422,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
1664,RF06,115,745,1,NULL,NULL,NULL,2,NULL,NULL,NULL,RF06,177.0592878,-38.07361147,0,1,NULL,NULL,115,RF,Rust Forest,1,NULL,Wainui
555,WB08,14,262,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB08,177.0591197,-38.03402985,26.08117676,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
3501,ST69,61,669,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST69,177.0589006,-38.0816414,NULL,1,1956037,5777341,61,ST,Stanley Road,1,NULL,Wainui
558,WB11,14,265,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB11,177.0584612,-38.03808284,29.44592285,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
557,WB10,14,264,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB10,177.0583127,-38.03683561,28.00390625,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
3500,ST70,61,670,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST70,177.058152,-38.08211766,NULL,1,1955969,5777291,61,ST,Stanley Road,1,NULL,Wainui
559,WB12,14,266,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB12,177.057678,-38.03934867,33.77172852,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
1470,SP23,2,49,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP23,177.0574036,-37.9906827,5.89,1,1956347,5787445,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
108,WB04,14,258,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB04,177.057371,-38.02943188,67.65795898,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
3499,ST71,61,671,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST71,177.0572327,-38.0807443,NULL,1,1955895,5777447,61,ST,Stanley Road,1,NULL,Wainui
138,WO33,13,254,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO33,177.0571378,-38.03059294,65.97570801,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
137,WO32,13,253,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO32,177.0566323,-38.03115218,82.55834961,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
105,WB01,14,255,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB01,177.0566259,-38.02699702,30.40722656,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
239,BS26,1,26,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS26,177.056508,-37.997563,6.85,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
107,WB03,14,257,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB03,177.0562907,-38.02971284,30.64758301,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
3498,ST72,61,672,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST72,177.0560077,-38.08022821,NULL,1,1955790,5777509,61,ST,Stanley Road,1,NULL,Wainui
301,MR20,4,89,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR20,177.055941,-37.97304,5.89,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
101,WO01,13,222,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO01,177.0558278,-38.02564837,39.9288,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
136,WO31,13,252,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO31,177.0555709,-38.03208156,95.53601074,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3042,PK20,155,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK20,177.0555518,-37.97257871,NULL,1,1956272,5789462,155,PK,Pohutukawa Ave,1,NULL,OSR
106,WB02,14,256,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WB02,177.0553106,-38.02848028,NULL,1,NULL,NULL,14,WB,Waiotahi B,1,NULL,Waiotahi Reserve
260,SP21,2,47,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP21,177.0550289,-37.98848586,80.16,1,1956149,5787698,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
261,SP22,2,48,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP22,177.0550274,-37.99052159,54.68,1,1956139,5787472,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
238,BS25,1,25,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS25,177.054834,-37.997744,3.97,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
3041,PK19,155,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK19,177.0548234,-37.97174816,NULL,1,1956212,5789557,155,PK,Pohutukawa Ave,1,NULL,OSR
135,WO30,13,251,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO30,177.0547695,-38.03317834,120.0494385,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
102,WO02,13,223,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO02,177.0546966,-38.02499148,79.8576,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
300,MR19,4,88,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR19,177.054682,-37.974307,9.02,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
134,WO29,13,250,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO29,177.0545111,-38.03441458,138.0739746,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
98,WA01,12,217,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WA01,177.054237,-38.02911311,84.96154785,1,NULL,NULL,12,WA,Waiotahi A,1,NULL,Waiotahi Reserve
3497,ST73,61,673,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST73,177.0541002,-38.07994284,NULL,1,1955624,5777548,61,ST,Stanley Road,1,NULL,Wainui
103,WO03,13,224,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO03,177.0536762,-38.02490272,NULL,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
259,SP20,2,46,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP20,177.0534021,-37.98870416,77.75,1,1956005,5787680,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
3040,PK18,155,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK18,177.0533592,-37.97140238,NULL,1,1956085,5789601,155,PK,Pohutukawa Ave,1,NULL,OSR
133,WO28,13,249,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO28,177.0533122,-38.03524867,158.0212402,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
299,MR18,4,87,1,NULL,NULL,1041,2,NULL,NULL,NULL,MR18,177.053225,-37.975136,9.74,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
237,BS24,1,24,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS24,177.053219,-37.99786,10.46,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
