trap_id,code,line_id,trap_number,project_id,cat_trap,inactive,sponsor_id,trap_type_id,to_be_replaced,to_be_maintained,name,latitude,longitude
2058,FR02,125,805,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95409102,177.0158328
2059,FR03,125,806,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95455304,177.0157556
2060,FR04,125,807,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95531429,177.0148301
2171,FR04A,125,808,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2061,FR05,125,809,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9560591,177.0138583
2172,FR05A,125,810,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2062,FR06,125,811,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.956992,177.013181
2063,FR07,125,812,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95688438,177.0142218
2064,FR08,125,813,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95653561,177.0154656
2065,FR09,125,814,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95570341,177.0155681
2066,FR10,125,815,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95501059,177.0165996
2489,FR11,125,816,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95438147,177.0176119
2490,FR12,125,817,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3690,HB1,191,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3691,HB2,191,2,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3692,HB3,191,3,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3693,HB4,191,4,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3694,HB5,191,5,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3695,HB6,191,6,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3696,HB7a,191,7,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3698,HB7b,191,8,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3697,HB8,191,9,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
988,KC01,65,695,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0398661,177.0676001
991,KC02,65,696,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0411679,177.0683284
992,KC03,65,697,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0431809,177.068523
993,KC04,65,698,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0448998,177.0690325
994,KC05,65,699,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0466129,177.0686112
995,KC06,65,700,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0480425,177.0685978
996,KC07,65,701,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0495228,177.0686351
997,KC08,65,702,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0513837,177.0686331
998,KC09,65,703,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0514675,177.0696468
989,KC10,65,704,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0497916,177.0692776
990,KC11,65,705,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-38.0486156,177.0688932
1109,KCP01,79,716,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9551402,177.0099062
1110,KCP02,79,717,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1111,KCP03,79,718,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
1542,KF00,31,553,1,NULL,NULL,1054,2,NULL,NULL,NULL,-37.95629667,177.0179781
523,KF01,31,554,1,NULL,NULL,1063,2,NULL,NULL,NULL,-37.9576,177.017085
524,KF02,31,555,1,NULL,NULL,1031,2,NULL,NULL,NULL,-37.95921,177.016628
525,KF03,31,556,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.960417,177.01759
526,KF04,31,557,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.961743,177.017476
527,KF05,31,558,1,NULL,NULL,1,2,NULL,NULL,NULL,-37.96227,177.016268
528,KF06,31,559,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.962967,177.014468
529,KF07,31,560,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.96301,177.012629
530,KF08,31,561,1,NULL,NULL,1041,2,NULL,NULL,NULL,-37.96331,177.010755
531,KF09,31,562,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.963319,177.009251
532,KF10,31,563,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.96227,177.00902
533,KF11,31,564,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.961141,177.008249
534,KF12,31,565,1,NULL,NULL,1044,2,NULL,NULL,NULL,-37.960161,177.007027
535,KF13,31,566,1,NULL,NULL,1058,2,NULL,NULL,NULL,-37.959774,177.00602
536,KF14,31,567,1,NULL,NULL,1048,2,NULL,NULL,NULL,-37.958368,177.004783
537,KF15,31,568,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.957585,177.004015
538,KF16,31,569,1,NULL,NULL,1020,2,NULL,NULL,NULL,-37.956705,177.00359
539,KF17,31,570,1,NULL,NULL,1019,2,NULL,NULL,NULL,-37.955621,177.00467
540,KF18,31,571,1,NULL,NULL,4,2,NULL,NULL,NULL,-37.95495,177.007486
541,KF19,31,572,1,NULL,NULL,1062,2,NULL,NULL,NULL,-37.95635,177.00907
542,KF20,31,573,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.95762592,177.0112361
543,KF21,31,574,1,NULL,NULL,1038,2,NULL,NULL,NULL,-37.95794638,177.0124026
544,KF22,31,575,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.95966312,177.0135655
3738,KJ00,114,727,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1647,KJ01,114,728,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.94881946,177.0116778
3739,KJ01a,114,729,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1648,KJ02,114,731,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.94892389,177.013367
3740,KJ02a,114,732,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1649,KJ03,114,733,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.94821279,177.0146705
3741,KJ03a,114,734,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1650,KJ04,114,735,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.94851485,177.0158472
3742,KJ04a,114,736,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1651,KJ05,114,737,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.94945171,177.0153182
3743,KJ05a,114,738,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1652,KJ06,114,739,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95073487,177.0146715
1653,KJ07,114,741,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95159462,177.015344
1654,KJ08,114,743,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95258935,177.0165472
3746,KJ08a,114,744,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1655,KJ09,114,745,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95296898,177.0151914
3747,KJ09a,114,746,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1656,KJ10,114,747,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95373831,177.0137659
3748,KJ10a,114,748,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1657,KJ11,114,749,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.95414054,177.0122748
3749,KJ11a,114,750,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1658,KJ12,114,751,1,NULL,NULL,1046,1,NULL,NULL,NULL,-37.95482032,177.010833
3750,KJ12a,114,752,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3744,KJKat01,114,740,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3745,KJKat02,114,742,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3754,KL01,195,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3755,KL02,195,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3756,KL03,195,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3757,KL04,195,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3758,KL05,195,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3759,KL06,195,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3760,KL07,195,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3761,KL08,195,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3762,KL09,195,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3763,KL10,195,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3764,KL11,195,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
196,KP01,16,272,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.953348,177.008212
197,KP02,16,273,1,NULL,NULL,1008,1,NULL,NULL,NULL,-37.952061,177.009244
198,KP03,16,274,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.950708,177.009961
199,KP04,16,275,1,NULL,NULL,1014,1,NULL,NULL,NULL,-37.94874,177.010838
3509,KP04A,16,277,1,0,0,NULL,1,0,0,NULL,-37.94839148,177.0104943
200,KP05,16,276,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.947864,177.011781
201,KP06,16,278,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.946662,177.01198
202,KP07,16,279,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.945516,177.012585
203,KP08,16,280,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.944571,177.013191
204,KP09,16,281,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.943204,177.014237
205,KP10,16,282,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.941898,177.014401
206,KP11,16,283,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.941267,177.015043
207,KP12,16,284,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.941469,177.015545
208,KP13,16,285,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.942545,177.016304
209,KP14,16,286,1,NULL,NULL,1026,1,NULL,NULL,NULL,-37.942843,177.017937
210,KP15,16,287,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.943829,177.018701
211,KP16,16,288,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.944829,177.020018
212,KP17,16,289,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.94614,177.020594
213,KP18,16,290,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.94683,177.021274
3510,KP19,16,291,1,0,0,NULL,1,0,0,NULL,-37.94720308,177.0197001
3511,KP20,16,292,1,0,0,NULL,1,0,0,NULL,-37.94961011,177.0191148
3512,KP21,16,293,1,0,0,NULL,1,0,0,NULL,-37.95064443,177.0190517
3704,KPG01a,194,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3705,KPG01b,194,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3706,KPG02a,194,3,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3707,KPG02b,194,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3708,KPG03a,194,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3709,KPG03b,194,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3710,KPG04a,194,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3711,KPG04b,194,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3712,KPG05a,194,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3713,KPG05b,194,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3714,KPG06a,194,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3715,KPG06b,194,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3716,KPG07a,194,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3717,KPG07b,194,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3718,KPG08a,194,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3719,KPG08b,194,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3720,KPG09a,194,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3721,KPG09b,194,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3722,KPG10a,194,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3723,KPG10b,194,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3724,KPG11a,194,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3725,KPG11b,194,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3726,KPG12a,194,23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3727,KPG12b,194,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3728,KPG13a,194,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3729,KPG13b,194,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3730,KPG14,194,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3731,KPG15a,194,28,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3732,KPG15b,194,29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3733,KPG16a,194,30,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3734,KPG16b,194,31,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3735,KPGKAT,194,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
787,MC01,52,581,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0184777,177.071033
788,MC02,52,582,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0199115,177.0711981
789,MC03,52,583,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0210077,177.0722167
790,MC04,52,584,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0213319,177.0738676
791,MC05,52,585,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0225574,177.075107
792,MC06,52,586,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0239287,177.0748034
793,MC07,52,587,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0252462,177.0744125
794,MC08,52,588,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0266094,177.0745674
795,MC09,52,589,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0275061,177.0759158
796,MC10,52,590,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.028709,177.0764265
797,MC11,52,591,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0293329,177.0780701
798,MC12,52,592,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0302546,177.0793723
799,MC13,52,593,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0314138,177.0797972
800,MC14,52,594,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0329673,177.0794567
801,MC15,52,595,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0342153,177.0801883
802,MC16,52,596,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0354831,177.0814488
803,MC17,52,597,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0367004,177.0822028
804,MC18,52,598,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0378145,177.0830664
805,MC19,52,599,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0393532,177.0839637
806,MC20,52,600,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-38.0406685,177.0841205
3293,ME1,179,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.94319572,177.0151933
3294,ME2,179,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.94318278,177.0166258
3295,ME3,179,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.94373102,177.0174519
3296,ME4,179,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.94442931,177.0181042
3297,ME5,179,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.94526396,177.0184568
3298,ME6,179,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.94600248,177.0189862
3299,ME7,179,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-37.94650463,177.0201056
8,MK01,25,421,1,NULL,NULL,1055,2,NULL,NULL,NULL,-37.963396,176.994418
9,MK02,25,422,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.963986,176.995581
10,MK03,25,423,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.96532,176.995896
11,MK04,25,424,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.966502,176.996299
12,MK05,25,425,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.967569,176.995881
13,MK06,25,426,1,NULL,NULL,1022,2,NULL,NULL,NULL,-37.968863,176.996856
14,MK07,25,427,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.970293,176.997034
15,MK08,25,428,1,NULL,NULL,3,2,NULL,NULL,NULL,-37.971937,176.995999
16,MK09,25,429,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.973393,176.996535
17,MK10,25,430,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.974133,176.995244
19,MK11,25,431,1,NULL,NULL,1015,2,NULL,NULL,NULL,-37.975526,176.994552
20,MK12,25,432,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.976561,176.993424
21,MK13,25,433,1,NULL,NULL,1010,2,NULL,NULL,NULL,-37.977944,176.993742
22,MK14,25,434,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.979022,176.994904
23,MK15,25,435,1,NULL,NULL,1011,2,NULL,NULL,NULL,-37.980104,176.995549
18,MK16,25,436,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.981302,176.994802
24,MK17,25,437,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.982638,176.995254
25,MK18,25,438,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.984028,176.994906
26,MK19,25,439,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98532,176.995462
27,MK20,25,440,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.986392,176.996541
28,MK21,25,441,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.986925,176.998127
29,MK22,25,442,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.987386,176.999908
30,MK23,25,443,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.986356,177.001026
31,MK24,25,444,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.984996,177.001531
32,MK25,25,445,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.984284,177.002943
33,MK26,25,446,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.983195,177.003911
34,MK27,25,447,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.981782,177.004196
35,MK28,25,448,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.980418,177.004573
36,MK29,25,449,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.979411,177.005365
140,MK30,25,450,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.978961,177.006336
1645,MK30A,25,451,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
1646,MK30B,25,452,1,NULL,NULL,NULL,2,NULL,NULL,NULL,,
141,MK31,25,453,1,NULL,NULL,1007,2,NULL,NULL,NULL,-37.977509,177.006572
142,MK32,25,454,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.976202,177.007099
143,MK33,25,455,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.976335,177.008814
144,MK34,25,456,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.975227,177.009478
145,MK35,25,457,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.973891,177.008971
146,MK36,25,458,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.972503,177.008033
147,MK37,25,459,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.971134,177.007943
148,MK38,25,460,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.969304,177.008031
149,MK39,25,461,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.969284,177.006259
150,MK40,25,462,1,NULL,NULL,1039,1,NULL,NULL,NULL,-37.968839,177.005239
46,MK41,25,463,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.968388,177.004215
47,MK42,25,464,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.968375,177.003225
48,MK43,25,465,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.967161,177.002469
49,MK44,25,466,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.966009,177.002856
50,MK45,25,467,1,NULL,NULL,1036,2,NULL,NULL,NULL,-37.964796,177.002342
51,MK46,25,468,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.965417,177.000025
52,MK47,25,469,1,NULL,NULL,1033,2,NULL,NULL,NULL,-37.964607,176.998191
53,MK48,25,470,1,NULL,NULL,1025,2,NULL,NULL,NULL,-37.963463,176.996543
45,MK49,25,471,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.96979,177.004077
44,MK50,25,472,1,NULL,NULL,1049,2,NULL,NULL,NULL,-37.97001,177.002539
43,MK51,25,473,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.970624,177.001018
42,MK52,25,474,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.972541,177.001202
41,MK53,25,475,1,NULL,NULL,1018,2,NULL,NULL,NULL,-37.974029,177.000631
40,MK54,25,476,1,NULL,NULL,1012,2,NULL,NULL,NULL,-37.975527,177.001219
39,MK55,25,477,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.976918,177.00144
38,MK56,25,478,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.978467,177.001569
37,MK57,25,479,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.978901,177.003123
2313,MK58,25,480,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2314,MK59,25,481,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2315,MK60,25,482,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2316,MK61,25,483,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2317,MK62,25,486,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2326,MK63,25,484,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.980088,176.996901
2327,MK64,25,485,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97911,176.99759
2328,MK65,25,487,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9778897,176.9978231
2329,MK66,25,488,1,NULL,NULL,1056,1,NULL,NULL,NULL,-37.976651,176.998383
2330,MK67,25,489,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.976688,177.000072
2331,MK68,25,490,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.975812,177.000759
2332,MK69,25,491,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.975086,177.000566
2333,MK70,25,492,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.974484,176.998594
2334,MK71,25,493,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.9732769,176.9980477
2357,MK72,25,494,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2358,MK73,25,495,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2359,MK74,25,496,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2360,MK74A,25,497,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2361,MK75,25,498,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2362,MK76,25,499,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2363,MK77,25,500,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2364,MK78,25,501,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2365,MK79,25,502,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2366,MK80,25,503,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
2367,MK81,25,504,1,NULL,NULL,NULL,1,NULL,NULL,NULL,,
3771,MO01,197,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3772,MO02,197,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3773,MO03,197,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3774,MO04,197,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3775,MO05,197,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3776,MO06,197,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3777,MO07,197,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3778,MO08,197,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3779,MO09,197,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3780,MO10,197,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
3781,MO11,197,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
282,MR01,4,70,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.984336,177.031854
283,MR02,4,71,1,NULL,NULL,1003,2,NULL,NULL,NULL,-37.984066,177.033314
284,MR03,4,72,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98388,177.034796
285,MR04,4,73,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.983604,177.035713
286,MR05,4,74,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.982867,177.037202
287,MR06,4,75,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.982323,177.038186
288,MR07,4,76,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.981859,177.039417
289,MR08,4,77,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98171,177.040572
290,MR09,4,78,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98000438,177.0422857
291,MR10,4,79,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.979715,177.042947
292,MR11,4,80,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97947,177.044891
293,MR12,4,81,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98096634,177.0468846
294,MR13,4,82,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.98018521,177.0479287
295,MR14,4,83,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97916599,177.0490943
296,MR15,4,84,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-37.97791129,177.0503267
297,MR16,4,85,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.977417,177.050926
298,MR17,4,86,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97510364,177.0531353
299,MR18,4,87,1,NULL,NULL,1041,2,NULL,NULL,NULL,-37.975136,177.053225
300,MR19,4,88,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.974307,177.054682
301,MR20,4,89,1,NULL,NULL,NULL,2,NULL,NULL,NULL,-37.97304,177.055941
352,MT01,8,130,1,NULL,NULL,1045,1,NULL,NULL,NULL,-37.964351,177.033364
