deploymentID,locationID,locationName,latitude,longitude,coordinateUncertainty,deploymentStart,deploymentEnd,setupBy,cameraID,cameraModel,cameraDelay,cameraHeight,cameraDepth,cameraTilt,cameraHeading,detectionDistance,timestampIssues,baitUse,featureType,habitat,deploymentGroups,deploymentTags,deploymentComments
000372be-27ab-42a2-99fa-9665adb7c3cd,4b204aa4-5311-4e07-9431-5389b83155e6,OH 1_4,-37.966774,177.026849,,2024-01-10T13:37:39+00:00,2024-01-31T12:07:01+00:00,Thomas Armstrong,,,300,0.60,,,,0.80,,,,,Summer,,
00623679-4568-4b21-9f74-bee5014b2aee,379e46d6-1b86-4de9-9760-0eea9c0513f7,OH 3_3,-37.980803,177.022395,,2024-01-10T10:50:00+00:00,2024-01-31T09:43:05+00:00,Hilary Sheaff,,,300,,,,,,,,,,Summer,,Custom EXIF image added to record correct start date
01939d6d-e795-4d0f-8872-660f9778bf1e,905ba210-58da-4d25-b396-3e19060a0e2a,MK 1_2,-37.971503,177.004897,,2025-11-14T10:47:16+00:00,2025-12-05T09:34:48+00:00,Gaye Payze,,,300,,,,,,,,,,Spring,,
022e6be7-516f-4112-9641-e2f14561dc61,4b204aa4-5311-4e07-9431-5389b83155e6,OH 1_4,-37.966774,177.026849,,2026-02-11T15:55:04+00:00,2026-03-04T13:24:04+00:00,Gaye Payze,,,300,,,,,,,,,,Summer,,
026dfbce-d735-469c-a22c-0a61a4a57bc9,4a1c9790-6e39-45d0-ba61-f0e06f84fadb,KP 3_1,-37.956977,177.002874,,2024-11-01T10:14:54+00:00,2024-11-22T09:08:18+00:00,Blair George,,,300,,,,,,,,,,Spring,,
02e1723f-883c-4e32-81ef-e7da04a108b0,a215b773-2c07-4478-81a8-a589068e6ee3,KP 3_2,-37.955428,177.003573,,2023-11-09T13:22:33+00:00,2023-11-30T11:07:36+00:00,Blair George,,,300,,,,225,,,,,,Spring,,
037d7d9e-ae96-499c-b778-bead27f5f342,35de4b96-3b8f-4f10-80a2-364abb400a2d,KP 3_4,-37.952023,177.005176,,2024-02-02T10:11:25+00:00,2024-02-23T14:26:55+00:00,Blair George,,,300,,,,,,,,,,Summer,,
03b5a9e4-374c-4358-bb64-f93f31e1deda,7d690824-4ff9-4b14-884b-23a0f44bee73,OH 1_1,-37.971868,177.024126,,2025-01-08T09:27:05+00:00,2025-01-29T13:01:10+00:00,Hilary Sheaff,,,300,,,,180,,,,,,Summer,S,
04898cf1-4d2c-47a8-ad85-00d612c00b3f,ace80f19-800c-4846-8e9f-15908d9e3f7e,KP 1_4,-37.94456,177.013575,,2024-02-02T09:45:52+00:00,2024-02-23T09:27:15+00:00,Thomas Armstrong,,,300,,,,,,,,,,Summer,,
04aa599d-6c09-4d10-8e85-d046bcef75d8,c25c0812-6839-4362-babb-bd3fa80894f7,OH 2_1,-37.981091,177.038284,,2026-02-11T10:19:55+00:00,2026-03-04T09:54:49+00:00,Blair George,,,300,,,,,,,,,,Summer,,
059ef6d9-5dda-4a5f-997b-eb8cf8d628a8,ecb9b699-88fd-4147-ac3a-602231586416,OH 4_4,-37.990332,177.024976,,2025-01-08T10:46:42+00:00,2025-01-29T11:25:07+00:00,Thomas Armstrong,,,300,,,,180,,,,,,Summer,S,
05da37c0-eb69-4796-9735-5ff7a2aaf3ce,d210cffd-6dfa-488f-bcac-e3de2318bebf,KP 1_2,-37.946838,177.017151,,2024-11-01T11:05:42+00:00,2024-11-22T09:56:10+00:00,Thomas Armstrong,,,300,,,,,,,,,,Spring,,
05ef945c-e69d-4d5d-9c36-44a8e8ce7885,33aa3368-09d1-4f75-964f-25087908ab3c,OH 3_1,-37.980652,177.01783,,2024-07-10T10:00:00+00:00,2024-07-31T09:34:35+00:00,Hilary Sheaff,,,300,,,,,,,,,,Winter,,Rob
07267025-7ab1-40ed-953d-bc7559587ca6,ace80f19-800c-4846-8e9f-15908d9e3f7e,KP 1_4,-37.94456,177.013575,,2024-05-03T11:24:16+00:00,2024-05-24T09:54:27+00:00,Thomas Armstrong,,,300,,,,,,,,,,Autumn,,
